idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strInstructionsES,strInstructionsDE,strInstructionsFR,strInstructionsIT,strInstructionsZH-HANS,strInstructionsZH-HANT,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified
11024,Almond Joy,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","Mezclar todos los ingredientes con hielo, colar el contenido en un vaso de cóctel y servir.","Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",,"Shakerare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail e servire.",,,https://www.thecocktaildb.com/images/media/drink/xutuqs1483388296.jpg,Amaretto,Creme de Cacao,Light cream,,,,,,,,,,,,,1/2 oz ,1/2 oz white ,2 oz ,,,,,,,,,,,,,,,No,2017-01-02 20:18:16
11025,Amaretto And Cream,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake well with cracked ice, strain contents into a cocktail glass, and serve.","Agitar bien con hielo picado, colar el contenido en un vaso de cóctel y servir.","Mit zerkleinertem Eis gut schütteln, Inhalt in ein Cocktailglas abseihen und servieren.",,"Shakerare bene con ghiaccio tritato, filtrare il contenuto in una coppetta da cocktail e servire.",,,https://www.thecocktaildb.com/images/media/drink/dj8n0r1504375018.jpg,Amaretto,Light cream,,,,,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,,,,,,,,,,,,,,,,No,2017-09-02 18:56:58
178321,Amaretto fizz,,Christmas,,Cocktail,,Alcoholic,Collins glass,"Mix Amaretto, orange juice and sparkling wine in a jug. Add a strip orange zest to each glass, if you like.","Mezcle Amaretto, jugo de naranja y vino espumoso en una jarra. Agregue un poco de cáscara de naranja rallada a cada vaso, si lo desea.",,,"Mescola in una caraffa amaretto, succo d'arancia e spumante. Aggiungi una striscia di scorza d'arancia in ogni bicchiere, se ti piace.",,,https://www.thecocktaildb.com/images/media/drink/92h3jz1582474310.jpg,Amaretto,Orange Juice,White Wine,Orange Peel,,,,,,,,,,,,4 cl,6 cl,15 cl,Garnish with,,,,,,,,,,,,,,Yes,
12792,Amaretto Liqueur,,,,Homemade Liqueur,,Alcoholic,Collins Glass,"Combine sugar and 3/4 cup water in a small saucepan. Bring to a boil, stirring constantly. Reduce heat and simmer until all sugar is dissolved. Remove from heat and cool. In an aging container, combine apricot halves, almond extract, grain alcohol with 1/2 cup water, and brandy. Stir in cooled sugar syrup mixture. Cap and let age for 2 days. Remove apricot halves. (Save apricot halves, can be used for cooking). Add food coloring and glycerine. Stir, recap and continue aging for 1 to 2 months. Re-bottle as desired. Liqueur is ready to serve but will continue to improve with additional aging.","Combine el azúcar y 3/4 taza de agua en una cacerola pequeña. Hacer hervir removiendo constantemente. Reduzca el fuego y cocine hasta que todo el azúcar se disuelva. Retirar del fuego y dejar enfriar. En un recipiente de maduración, mezcle las mitades de albaricoque, el extracto de almendras, el alcohol de grano con 1/2 taza de agua y brandy. Mezcle el jarabe de azúcar enfriado. Cubrir y dejar envejecer durante 2 días. Retire las mitades de albaricoque (guarde las mitades de albaricoque, se pueden usar para cocinar). Agregue colorante alimentario y glicerina. Revuelva, cubra y continúe envejeciendo durante 1 a 2 meses. Vuelva a embotellar como desee. El licor está listo para servir, pero seguirá mejorando con el envejecimiento.","Zucker und 3/4 Tassen Wasser in einem kleinen Topf vermengen, unter ständigem Rühren zum Kochen bringen. Hitze reduzieren und köcheln lassen, bis der gesamte Zucker gelöst ist. Vom Herd nehmen und abkühlen lassen. In einem Alterungsbehälter Aprikosenhälften, Mandel-Extrakt, Getreidealkohol mit 1/2 Tasse Wasser und Brandy vermengen. Gekühlte Zuckersirupmischung unterrühren. Verschließen und 2 Tage ruhen lassen. Aprikosenhälften entfernen. (Außer Aprikosenhälften, kann zum Kochen verwendet werden). Füge Lebensmittelfarbe und Glyzerin hinzu. Rühren, einarbeiten und 1 bis 2 Monate lang lagern. Nach Belieben wieder auffüllen. Der Likör ist servierfertig, wird sich aber mit zunehmender Reifung weiter verbessern.",,"Unisci lo zucchero e 3/4 di tazza d'acqua in una piccola casseruola.
Porta a ebollizione mescolando continuamente.
Ridurre la fiamma e cuocere a fuoco lento finché tutto lo zucchero non si sarà sciolto.
Togli dal fuoco e lascia raffreddare.
In un contenitore di invecchiamento, unisci le metà di albicocche, l'estratto di mandorle, l'alcol di cereali con 1/2 tazza di acqua e il brandy.
Mescolare la miscela di sciroppo di zucchero raffreddata.
Tappare e lasciare invecchiare per 2 giorni.
Rimuovere le metà dell'albicocca.Aggiungi colorante alimentare e glicerina.
Mescola, ricapitola e continua a invecchiare per 1 o 2 mesi.
Re-imbottigliare come desiderato.
Il liquore è pronto per essere servito ma continuerà a migliorare con l'ulteriore invecchiamento.",,,https://www.thecocktaildb.com/images/media/drink/swqxuv1472719649.jpg,Sugar,Water,Apricot,Almond flavoring,Grain alcohol,Water,Brandy,Food coloring,Food coloring,Food coloring,Glycerine,,,,,1 cup,3/4 cup ,2 ,1 tblsp ,1/2 cup pure ,1/2 cup ,1 cup ,3 drops yellow ,6 drops red ,2 drops blue ,1/2 tsp ,,,,,,,No,2016-09-01 09:47:29
11026,Amaretto Mist,,,,Ordinary Drink,,Alcoholic,Old-fashioned glass,"Pour amaretto in an old-fashioned glass over crushed ice. Add the wedge of lime and serve. (A wedge of lemon may be substituted for lime, if preferred.)","Vierta el Amaretto en un vaso de rocas sobre hielo picado. Agregue la rodaja de lima y sirva (se puede sustituir por limón, si lo prefiere).","Gießen Sie Amaretto in ein old-fashioned Glas über Crushed Eis. Den Limettenkeil dazugeben und servieren. (Ein Stück Zitrone kann, wenn gewünscht, durch Limette ersetzt werden.)",,"Aggiungere lo spicchio di lime e servire.(Uno spicchio di limone può essere sostituito con il lime, se si preferisce.)Versare l'amaretto in un bicchiere vecchio stile su ghiaccio tritato.",,,https://www.thecocktaildb.com/images/media/drink/utpxxq1483388370.jpg,Amaretto,Lime,,,,,,,,,,,,,,1 1/2 oz ,1 ,,,,,,,,,,,,,,,,Yes,2017-01-02 20:19:31
11027,Amaretto Rose,,,,Ordinary Drink,,Alcoholic,Collins glass,Pour amaretto and lime juice over ice in a collins glass. Fill with club soda and serve.,Vierta el Amaretto y el jugo de limón sobre hielo en un vaso Collins. Cubra con Club Soda y sirva.,Amaretto und Limettensaft in einem Collins Glas über Eis gießen. Mit Soda auffüllen und servieren.,,Versare l'amaretto e il succo di lime sul ghiaccio in un bicchiere Collins.Riempi con la soda club e servi.,,,https://www.thecocktaildb.com/images/media/drink/3jm41q1493069578.jpg,Amaretto,Lime juice,Club soda,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,,,,,,,,,,,,,,,,No,2017-04-24 22:32:59
15194,Amaretto Shake,,,,Ordinary Drink,,Alcoholic,Collins Glass,Combine all ingredients in a blender and blend at high speed until smooth. Serve in chilled glass garnished with bittersweet chocolate shavings.,Combine todos los ingredientes en una licuadora y mezcle a alta velocidad hasta que quede homogéneo. Servir en una copa enfriada decorada con virutas de chocolate semiamargo.,"Alle Zutaten in einem Mixer mischen und mit hoher Geschwindigkeit zu einem geschmeidigen Ganzen verarbeiten. Servieren Sie es in gekühltem Glas, garniert mit bittersüßen Schokoladenraspeln.",,"Unisci tutti gli ingredienti in un frullatore e frulla ad alta velocità fino a che non diventi liscio.
Servire in un bicchiere ghiacciato guarnito con scaglie di cioccolato agrodolce.",,,https://www.thecocktaildb.com/images/media/drink/xk79al1493069655.jpg,Chocolate ice-cream,Brandy,Amaretto,,,,,,,,,,,,,2 scoops ,2 oz ,2 oz ,,,,,,,,,,,,,,,No,2017-04-24 22:34:16
13731,Amaretto Sour,,,,Ordinary Drink,,Alcoholic,Collins Glass,Shake and strain. Garnish with a cherry and an orange slice.,Agitar y colar. Adorne con una cereza y una rodaja de naranja.,Schütteln und abseihen. Mit einer Kirsch- und einer Orangenscheibe garnieren.,,"Agitare e versare.
Guarnire con una ciliegia e una fetta d'arancia.",,,https://www.thecocktaildb.com/images/media/drink/xnzc541493070211.jpg,Amaretto,Sour mix,,,,,,,,,,,,,,1 1/2 oz ,3 oz ,,,,,,,,,,,,,,,,No,2017-04-24 22:43:32
11028,Amaretto Stinger,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake ingredients well with cracked ice, strain into a cocktail glass, and serve.","Agite bien los ingredientes con hielo picado, cuele en un vaso de cóctel y sirva.","Die Zutaten gut mit zerkleinertem Eis schütteln, in ein Cocktailglas abseihen und servieren.",,"Shakerare bene gli ingredienti con ghiaccio tritato, filtrare in una coppetta da cocktail e servire.",,,https://www.thecocktaildb.com/images/media/drink/vvop4w1493069934.jpg,Amaretto,White Creme de Menthe,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,,,,,,,,,,,,,,,,No,2017-04-24 22:38:54
14306,Amaretto Stone Sour,,,,Other / Unknown,,Alcoholic,Collins Glass,Shake and Serve over ice,Agitar y servir con hielo.,Schütteln und über Eis servieren,,Shakerare e servire con ghiaccio,,,https://www.thecocktaildb.com/images/media/drink/xwryyx1472719921.jpg,Amaretto,Sour mix,Orange juice,,,,,,,,,,,,,1 part ,1 part ,1 part ,,,,,,,,,,,,,,,No,2016-09-01 09:52:01
16100,Amaretto Stone Sour Alternative,,,,Other / Unknown,,Alcoholic,Highball glass,"Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.","Agitar Sour Mix, Tequila y Amaretto con hielo. Colar en un vaso alto. Agrega un chorrito de jugo de naranja. Decorar con una rodaja de naranja y una cereza.","Sauergemisch, Tequila und Amaretto mit Eis schütteln. In ein Highball-Glas abseihen. Füge einen Spritzer OJ hinzu. Mit einer Orangenscheibe und einer Kirsche garnieren.",,"Shakerare mix acido, tequila e amaretto con ghiaccio.
Filtrare in un bicchiere highball.
Aggiungi un tocco di GU.
Guarnire con una fettina d'arancia e una ciliegia.",,,https://www.thecocktaildb.com/images/media/drink/wutxqr1472720012.jpg,Sour mix,Amaretto,Tequila,Orange juice,,,,,,,,,,,,2 oz ,2 oz ,2 oz ,Add splash ,,,,,,,,,,,,,,No,2016-09-01 09:53:32
14578,Amaretto Sunrise,,,,Ordinary Drink,,Alcoholic,Collins Glass,Mix together the amaretto and orange juice. Pour into glass and then add the grenadine untill you see the sunrise.,Mezclar el Amaretto y el jugo de naranja. Vierta en el vaso y agregue la granadina hasta que vea el amanecer.,"Amaretto und Orangensaft verrühren. In ein Glas gießen und dann die Grenadine hinzufügen, bis Sie den Sonnenaufgang sehen.",,"Mescolare l'amaretto e il succo d'arancia.
Versate in un bicchiere e poi aggiungete la granatina fino a vedere l'alba.",,,https://www.thecocktaildb.com/images/media/drink/akcpsh1493070267.jpg,Amaretto,Orange juice,Grenadine,,,,,,,,,,,,,1 cl ,4 oz ,1/4 cl ,,,,,,,,,,,,,,,No,2017-04-24 22:44:27
17168,Amaretto Sunset,,,,Ordinary Drink,,Alcoholic,Collins Glass,"Shake ingredients in bartender's mixer quickly, just 5 shakes. Strain out ice, serve in glass immediately with a slice of orange.","Agite los ingredientes en la mezcladora del bartender rápidamente, solo 5 sacudidas. Colar para quitar el hielo, servir en el vaso inmediatamente con una rodaja de naranja.","Rühren Sie die Zutaten schnell in den Mixer des Barkeepers, nur 5 Mal schütteln. Eis abgießen, sofort im Glas mit einer Scheibe Orange servieren.",,"Shakerare velocemente gli ingredienti nel mixer.
Filtrare il ghiaccio, servire subito in bicchiere con una fetta d'arancia.",,,https://www.thecocktaildb.com/images/media/drink/apictz1493069760.jpg,Triple sec,Amaretto,Cider,Ice,,,,,,,,,,,,1/2 jigger ,3 shots ,1/2 cup ,Add 1/2 cup ,,,,,,,,,,,,,,No,2017-04-24 22:36:00
16202,Amaretto Sweet & Sour,,,,Punch / Party Drink,,Alcoholic,Margarita/Coupette glass,"Fill the blender with 3/4 ice. Add sweet & sour mix to the top of the ice. Add about 1"" of pineapple juice, 1/2"" of melon liqeur, and 1/2 to 1/4"" of amaretto. Then blend the mix until it is of margaritta consistency or thinner.","Llene la licuadora 3/4 de su capacidad con hielo. Agrega la mezcla de limón encima del hielo. Agregue alrededor de 1\"" parte de jugo de piña, 1\/2\"" de licor de melón y 1\/2 a 1\/4\"" de Amaretto. Luego mezcle hasta obtener una consistencia de margarita o menos espesa.","Füllen Sie den Mixer mit 3/4 Eis. Geben Sie die süß-saure Mischung auf die Oberseite des Eises. Füge etwa 1"" Ananassaft, 1/2"" Melonenlikör und 1/2 bis 1/4"" Amaretto hinzu. Dann die Mischung mischen, bis sie eine Margaritta-Konsistenz oder Verdünnung aufweist.",,"Riempi il frullatore con 3/4 di ghiaccio.
Aggiungi il mix sweet & sour sulla parte superiore del ghiaccio.
Aggiungere circa 15ml di succo di ananas, 8ml di liquore al melone, e tra gli 8ml e 4ml di amaretto.
Quindi frullare il composto fino a ottenere una consistenza margarita o più sottile.",,,https://www.thecocktaildb.com/images/media/drink/vswwus1472668546.jpg,Amaretto,Sweet and sour,Midori melon liqueur,Pineapple juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2016-08-31 19:35:46
11029,Amaretto Tea,,,,Ordinary Drink,,Alcoholic,Pousse cafe glass,"Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.","Vierta el té caliente en una taza pousse-café, usando una cuchara en la taza para evitar que se agriete. Agregue el Amaretto, pero no revuelva. Cubra con crema batida fría y sirva.","Gießen Sie heißen Tee in ein Pousse-Café Glas und verwenden Sie einen Löffel im Glas, um Sprünge zu vermeiden. Amaretto hinzufügen, aber nicht rühren. Mit gekühlter Schlagsahne garnieren und servieren.",,"Versare il tè caldo in un bicchiere pousse-cafe, usando un cucchiaio in vetro per evitare che si spezzi. Coprire con panna montata fredda e servire.Aggiungere l'amaretto, ma non mescolare",,,https://www.thecocktaildb.com/images/media/drink/b7qzo21493070167.jpg,Tea,Amaretto,Whipped cream,,,,,,,,,,,,,6 oz hot ,2 oz ,Chilled ,,,,,,,,,,,,,,,No,2017-04-24 22:42:47
15941,Americano,,"IBA,Classic",https://www.youtube.com/watch?v=TmeUJ2g3ogM,Ordinary Drink,Unforgettables,Alcoholic,Collins glass,"Pour the Campari and vermouth over ice into glass, add a splash of soda water and garnish with half orange slice.",Vierta el Campari y el vermut con hielo en el vaso. Añadir un poco de agua con gas y decorar con media rodaja de naranja.,"Den Campari und den Wermut über Eis in ein Glas gießen, einen Spritzer Sodawasser hinzufügen und mit einer halben Orangenscheibe garnieren.",,"Versare Campari e vermut su ghiaccio in un bicchiere, aggiungere un goccio di acqua di seltz e guarnire con mezza fetta d'arancia.",,,https://www.thecocktaildb.com/images/media/drink/709s6m1613655124.jpg,Campari,Sweet Vermouth,Lemon peel,Orange peel,,,,,,,,,,,,1 oz ,1 oz red ,Twist of ,Twist of ,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Martini_Americano.jpg,Author - Cher37 https://commons.wikimedia.org/wiki/File:Martini_Americano.jpg,Yes,2016-11-04 09:52:06
11034,Angel Face,,"IBA,Classic",https://www.youtube.com/watch?v=esjMkuXO7aw,Ordinary Drink,Unforgettables,Alcoholic,Cocktail glass,Shake all ingredients with ice and strain contents into a cocktail glass.,Agite todos los ingredientes con hielo y cuele el contenido en un vaso de cóctel.,Alle Zutaten mit Eis schütteln und in ein Cocktailglas abseihen.,,Shakerare tutti gli ingredienti con ghiaccio e filtrare il contenuto in un bicchiere da cocktail.,,,https://www.thecocktaildb.com/images/media/drink/vaukir1606772580.jpg,Apricot brandy,Apple brandy,Gin,,,,,,,,,,,,,1/2 oz ,1/2 oz ,1 oz ,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:IBA_Cocktail_Angel_Face_(28068833805).jpg,Michael Styne https://www.flickr.com/photos/mstyne/28068833805/,Yes,2016-11-04 09:52:58
12794,Angelica Liqueur,,,,Homemade Liqueur,,Alcoholic,Collins Glass,"Combine all herbs, nuts and spices with vodka in a 1 quart or larger aging container. Cap tightly and shake daily for 2 weeks. Strain through a fine muslin cloth or coffee filter, discarding solids. Clean out aging container. Place liquid back in container. Place sugar and water in saucepan and stir to combine over medium heat. When sugar is completely dissolved, set aside and let cool. When cool combine with food coloring and add to liqueur liquid. Cap and allow to age and mellow in a cool, dark place for one month.","Combine todas las hierbas, nueces y especias con vodka en un recipiente de maduración de 1 litro o más. Tape bien y agite diariamente durante 2 semanas. Cuele a través de una tela de muselina fina o un filtro de café, desechando los sólidos. Limpiar el recipiente. Vuelva a colocar el líquido en el recipiente. Coloque el azúcar y el agua en una cacerola a fuego medio y revuelva para disolver el azúcar. Cuando el azúcar se haya disuelto por completo, reservar y dejar enfriar. Cuando esté frío, mezclar con colorante alimentario y añadir al licor líquido. Cubra y deje madurar en un lugar fresco y oscuro durante un mes.","Vermengen Sie alle Kräuter, Nüsse und Gewürze mit Wodka in einem 1 Liter, oder größerem Alterungsbehälter. Verschließen Sie das Produkt fest und schütteln Sie es täglich für 2 Wochen. Durch ein feines Musselintuch oder einen Kaffeefilter abseihen und dabei Feststoffe entfernen. Alterungsbehälter reinigen. Geben Sie die Flüssigkeit wieder in den Behälter zurück. Zucker und Wasser in einen Topf geben und bei mittlerer Hitze unter Rühren vermengen. Wenn der Zucker vollständig aufgelöst ist, beiseite stellen und abkühlen lassen. Nach dem Abkühlen mit der Lebensmittelfarbe mischen und in die Likörflüssigkeit geben. Verschließen und einen Monat lang an einem kühlen, dunklen Ort lagern und reifen lassen.",,"Unisci tutte le erbe, le noci e le spezie con la vodka in un contenitore di invecchiamento da 1 quarto o più grande.
Tappare bene e agitare ogni giorno per 2 settimane.
Filtrare attraverso un panno di mussola fine o un filtro da caffè, scartando i solidi.
Pulisci il contenitore di invecchiamento.
Riporre il liquido nel contenitore.
Mettere lo zucchero e l'acqua nella casseruola e mescolare per unire a fuoco medio.
Quando lo zucchero sarà completamente sciolto, mettete da parte e lasciate raffreddare.
Quando è freddo unire al colorante alimentare e aggiungere al liquido liquoroso.
Tappare e lasciare invecchiare e ammorbidire in un luogo fresco e buio per un mese.",,,https://www.thecocktaildb.com/images/media/drink/yuurps1472667672.jpg,Angelica root,Almond,Allspice,Cinnamon,Anise,Coriander,Marjoram leaves,Vodka,Sugar,Water,Food coloring,Food coloring,,,,3 tblsp chopped,1 tblsp chopped ,1 cracked ,1 one-inch ,3-6 crushed ,1/8 tsp powdered ,1 tblsp fresh chopped ,1.5 cup ,1/2 cup granulated ,1/4 cup ,1 drop yellow ,1 drop green ,,,,,,No,2016-08-31 19:21:12
178325,Aperol Spritz,,,,Cocktail,,Alcoholic,Wine Glass,"Put a couple of cubes of ice into 2 glasses and add a 50 ml measure of Aperol to each. Divide the prosecco between the glasses and then top up with soda, if you like.","Coloca dos cubitos de hielo en 2 vasos y añade una medida de 50 ml de Aperol en cada uno. Divida el prosecco entre los vasos y complete con soda, si lo desea.",,,"Mettere un paio di cubetti di ghiaccio in 2 bicchieri e aggiungere a ciascuno un misurino da 50 ml di Aperol. Dividi il prosecco tra i bicchieri e poi rabbocca con la soda, se ti piace.",,,https://www.thecocktaildb.com/images/media/drink/iloasq1587661955.jpg,Aperol,Prosecco,Soda Water,,,,,,,,,,,,,100 ml,150 ml,Top,,,,,,,,,,,,,,,Yes,
16289,Apple Grande,,,,Punch / Party Drink,,Alcoholic,Punch Bowl,Chill both ingredients!! Mix in a tumbler and enjoy!,¡Refrigera ambos ingredientes! ¡Mezcla en un vaso Tumbler y disfruta!,Kühlen Sie beide Zutaten herunter. In einem Becher mischen und genießen!,,Chill both ingredients!! Mix in a tumbler and enjoy!,,,https://www.thecocktaildb.com/images/media/drink/wqrptx1472668622.jpg,Tequila,Apple cider,,,,,,,,,,,,,,3 oz ,12 oz ,,,,,,,,,,,,,,,,No,2016-08-31 19:37:02
178353,Apple Highball,,"Classy, Spicy",,Cocktail,,Alcoholic,Highball glass,"Add ice in a highball glass. Rub a wedge of fresh lime around rim and place it in the glass. Add a shot of Apple schnapps, a shot of Courvoisier and top up with ginger ale.","Agregue hielo a un vaso alto. Frote una rodaja de limón fresco alrededor del borde y colóquelo en el vaso. Agregue un chupito de brandy de manzana, un chupito de Courvoisier y complete con Ginger Ale.",,,,,,https://www.thecocktaildb.com/images/media/drink/66mt9b1619695719.jpg,Lime,Apple Schnapps,Cognac,Ginger,,,,,,,,,,,,Chopped,1 shot,1 shot,Top,,,,,,,,,,,,TheCocktailDB,,Yes,
16958,Apple Pie with A Crust,,,,Other / Unknown,,Alcoholic,Collins Glass,Just mix the two liquids and sprinkle in the cinnamon. Serve either cold or heated.,"Simplemente, mezcle los dos líquidos y espolvoree la canela. Servir frío o caliente.",Einfach die beiden Flüssigkeiten mischen und den Zimt einstreuen. Servieren Sie entweder kalt oder warm.,,Basta mescolare i due liquidi e cospargere di cannella. Servire freddo o caldo.,,,https://www.thecocktaildb.com/images/media/drink/qspqxt1472720078.jpg,Apple juice,Malibu rum,Cinnamon,,,,,,,,,,,,,3 parts ,1 part ,3 dashes ,,,,,,,,,,,,,,,No,2016-09-01 09:54:38
13683,Apple Slammer,,,,Shot,,Alcoholic,Shot glass,"pour into a shot glass and present to consumer, they are expected to cover the top of the shotglass with thier palm, raise the glass, slam it on the bar and the swallow quickly.","Viértalo en un vaso y preséntelo al consumidor, se espera que cubra la parte superior del vaso con la palma de la mano, levante el vaso, lo golpee en la barra y lo trague rápidamente.","in ein Schnapsglas gießen und dem Verbraucher präsentieren, dabei wird erwartet, dass sie die Oberseite des Schnapsglases mit ihrer Handfläche bedecken, das Glas anheben, es auf den Tisch schlagen und schnell schlucken.",,Versa in un bicchiere da shot tutti gli ingredienti. Agitare bene,,,https://www.thecocktaildb.com/images/media/drink/09yd5f1493069852.jpg,7-Up,Apple schnapps,,,,,,,,,,,,,,1 part ,1 part ,,,,,,,,,,,,,,,,No,2017-04-24 22:37:32
11046,Applecar,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","Agitar todos los ingredientes con hielo, colar en un vaso de cóctel y servir.","Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",,"Shakerare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail e servire.",,,https://www.thecocktaildb.com/images/media/drink/sbffau1504389764.jpg,Applejack,Triple sec,Lemon juice,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,,,No,2017-09-02 23:02:44
16311,Applejack,,,,Cocktail,,Alcoholic,Cocktail glass,"Add all ingredients into mixing glass, chill and strain into cocktail glass","Añadir todos los ingredientes en un vaso mezclador, enfriar y colar en un vaso de cóctel.","Alle Zutaten in das Mischglas geben, kühlen und in das Cocktailglas abseihen.",,"Aggiungere tutti gli ingredienti nel mixing glass, raffreddare e filtrare in una coppetta da cocktail",,,https://www.thecocktaildb.com/images/media/drink/sutyqp1479209062.jpg,Jack Daniels,Midori melon liqueur,Sour mix,,,,,,,,,,,,,1 oz ,1/2 oz ,2 oz ,,,,,,,,,,,,,,,No,2016-11-15 11:24:22
11050,Apricot Lady,,Cold,,Ordinary Drink,,Alcoholic,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the rum, apricot brandy, triple sec, lemon juice, and egg white. Shake well. Strain into an old-fashioned glass almost filled with ice cubes. Garnish with the orange slice.","Añadir todos los ingredientes en un vaso mezclador, enfriar y colar en un vaso de cóctel.","In einem Shaker, der halb mit Eiswürfeln gefüllt ist, Rum, Apricot Brandy, Triple Sec, Zitronensaft und Eiweiß mischen. Gut schütteln. In ein old-fashioned Glas abseihen, das fast mit Eiswürfeln gefüllt ist. Mit der Orangenscheibe garnieren.",,"In uno shaker riempito a metà con cubetti di ghiaccio, unire il rum, il brandy di albicocche, il triple sec, il succo di limone e l'albume. Guarnire con la fetta d'arancia. Filtrare in un bicchiere vecchio stile quasi pieno di cubetti di ghiaccio. Agitare bene",,,https://www.thecocktaildb.com/images/media/drink/7ityp11582579598.jpg,Light rum,Apricot brandy,Triple sec,Lemon juice,Egg white,Orange,,,,,,,,,,1 1/2 oz ,1 oz ,1 tsp ,1/2 oz ,1 ,1 ,,,,,,,,,,,,Yes,2017-09-02 23:03:34
15849,Apricot punch,,,,Punch / Party Drink,,Alcoholic,Punch bowl,Pour all ingrediants into a large punch bowl. Add ice and 4 oranges that are peeled and divided.,Vierta todos los ingredientes en una ponchera grande. Agregue hielo y 4 naranjas peladas y divididas.,"Alle Zutaten in eine große Bowle geben. Füge Eis und 4 Orangen hinzu, die geschält und geteilt sind.",,"Versare tutti gli ingredienti in una grande ciotola da punch.
Aggiungere il ghiaccio e 4 arance sbucciate e divise.",,,https://www.thecocktaildb.com/images/media/drink/tuxxtp1472668667.jpg,Apricot brandy,Champagne,Vodka,7-Up,Orange juice,,,,,,,,,,,1 qt ,4 fifth ,1 fifth ,4 L ,1/2 gal ,,,,,,,,,,,,,No,2016-08-31 19:37:47
178319,Aquamarine,,,,Cocktail,,Alcoholic,Martini Glass,"Shake well in a shaker with ice.
Strain in a martini glass.",Agite bien en una coctelera con hielo. Cuela en una copa de Martini.,,,"Shakerare bene in uno shaker con ghiaccio.
Filtrare in una coppetta Martini.",,,https://www.thecocktaildb.com/images/media/drink/zvsre31572902738.jpg,Hpnotiq,Pineapple Juice,Banana Liqueur,,,,,,,,,,,,,2 oz,1 oz,1 oz,,,,,,,,,,,,,,,No,
11052,Archbishop,,,,Ordinary Drink,,Alcoholic,Old-fashioned glass,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.","En un vaso de rocas casi lleno de cubitos de hielo, mezcle todos los ingredientes. Agitar bien.","In einem old-fashioned Glas, das fast mit Eiswürfeln gefüllt ist, alle Zutaten vermengen. Gut umrühren.",,"In un bicchiere vecchio stile quasi riempito di cubetti di ghiaccio, unisci tutti gli ingredienti.Mescolare bene.",,,https://www.thecocktaildb.com/images/media/drink/4g6xds1582579703.jpg,Gin,Wine,Benedictine,Lime,,,,,,,,,,,,2 oz ,1 oz Green Ginger ,1 tsp ,1 ,,,,,,,,,,,,,,Yes,2015-09-02 16:21:47
14622,Arctic Fish,,,,Punch / Party Drink,,Alcoholic,Beer pilsner,"Fill glass with ice and fish, add vodka, grape soda and orange juice. DO NOT STIR!!!!! Serve well chilled.","Llene el vaso con hielo y gomitas, agregue vodka, refresco de uva y jugo de naranja. ¡¡¡¡¡NO REVUELVAS!!!!! Servir refrigerado.","Das Glas mit Eis und Fisch füllen, Wodka, Traubensaft und Orangensaft hinzufügen. NICHT UMRÜHREN. Gut gekühlt servieren.",,"Riempi il bicchiere con ghiaccio e pesce, aggiungi vodka, soda d'uva e succo d'arancia. Non mescolare. Servire ben freddo.",,,https://www.thecocktaildb.com/images/media/drink/ttsvwy1472668781.jpg,Vodka,Grape soda,Orange juice,Ice,Candy,,,,,,,,,,,1/3 part ,1/3 part ,1/3 part ,lots ,1 dash ,,,,,,,,,,,,,No,2016-08-31 19:39:41
